Protein accession	Protein name	Length	Score	Normalized abundance F1	Normalized abundance F2	Normalized abundance F3	Normalized abundance F4	Normalized abundance F5	Normalized abundance F6	Normalized abundance F7	Normalized abundance F8	Normalized abundance F9	Normalized abundance F10
V1019461	V1019461	495	4.95										
V1022813	V1022813	331	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1032264	V1032264	495	4.95										
V1032342	V1032342	479	57.47	7863516.153	20538338.19	267940.8076		3115252.016		322858.94		1888306.243	962089.5821
V1032373	V1032373	79	2.58	2872466.47	9064825.313					329832.2055	376208.6846		
V1032468	V1032468	366	5.11		7617391.25								503583.2953
V1032513	V1032513	170	11.45	6388048.284	11111819.5	353614.0424			966983.5048			285257.0085	156677.2715
V1032514	V1032514	120	46.31	28460401.02	162865525.6	6349818.08	6569244.688	1552017.89	3093930.046	27577507.51		1794670.884	12404333.67
V1032620	V1032620	352	27.22	3951942.656	5618488.375								
V1032639	V1032639	407	2.47	770990.9934	2589789.5								
V1032670	V1032670	242	2.22	2992212.365	9077626.875	624592.6288	1433397.735				1555779.792		
V1032750	V1032750	257	29.79	29881011.76	79689621.88	1726664.461				8174545.885	451733.5984		3526339.885
V1032882	V1032882	376	4.25		2214000								
V1033003	V1033003	577	19.16	3815589.611	13579670.34			266795.3369	1084196.547			409897.6895	
V1033096	V1033096	312	15.49	5639611.719	35043901.06		1098073.197		4427625.156	1355273.791	274339.5048		1345742.612
V1033129	V1033129	506	11.19	1004173.448	7287952.875				1084196.547				
V1033139	V1033139	334	8.66	3007819.767	9166453.5							859595.1214	
V1033188	V1033188	307	0	174683.3252	333655.4688								
V1033306	V1033306	443	43.35	28336250.34	119560896.6	1572044.252	11016888.76	36453564.85		5625049.39	814719.816	225701.1632	2299825.973
V1033341	V1033341	553	2.37		780276.25								
V1033375	V1033375	432	16.13	7200612.676	39466979	1174796.261	431693.3645	566011.2713		2148287.682	814719.816	225701.1632	2299825.973
V1033474	V1033474	297	102.2	14383364.37	21562560	1179239.379			387876.9625			1396375.653	
V1033549	V1033549	428	179.96	265364567.6	866348316.1	19111989.09	2777480.498	227596.5381	2434807.315	8782870.472	5792800.159	11023970.86	6972473.717
V1033559	V1033559	252	58	27233092.26	62741376.38	11724233.23	1006621.876			17152797.66	1661556.639	1165044.924	9244383.55
V1033707	V1033707	290	8.88	2431392.736	7875165.25	385490.4438				329108.6196	2033521.478		534387.4715
V1033754	V1033754	437	11.68	4588236.514	8005084.375			93184298.39	7250388.914	935862.8342	4170444.217	1076204.254	2406470.098
V1033803	V1033803	320	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1034218	V1034218	475	2.2		3055170.25	465428.3744						729484.7823	
V1034289	V1034289	31	2	1959396.427	2071639.125								
V1034452	V1034452	87	3.3	1004173.448	1953707								
V1034630	V1034630	160	11.52		230896.2656		1057208.48			10351305.06			4098715.203
V1034657	V1034657	474	2.13	1654597.95	6053839								
V1034750	V1034750	480	35.77	836308.7928	1286870.313	267940.8076				322858.94		1888306.243	
V1034862	V1034862	578	2	1451999.59	316303.4688			266795.3369				409897.6895	
V1035417	V1035417	242	2.22	2461749.701	7898411	426106.1316							
V1036319	V1036319	702	8.4	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1039995	V1039995	342	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1040496	V1040496	126	6.04	7139127.968	35297009	5749605.162				3526121.873		600957.9531	4240106.192
V1041625	V1041625	541	14.33	17069359.84	46850613					29277968.18		396314.6452	17329369.48
V1043239	V1043239	344	3.4	1248123.52	2698475.25	1581082.085		268629.9625		1087604.487			908765.4961
V1043790	V1043790	275	5.52	12012064.69	35254032					20100739.92			10162804
V1047210	V1047210	311	0		391231.0313	134213.273	300839.8524						
V1047264	V1047264	155	2.36	3061339.793	5567354.563							996910.6634	
V1047814	V1047814	701	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1048254	V1048254	487	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1048591	V1048591	508	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1049518	V1049518	351	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1049586	V1049586	543	2.15							16141463.32			12595068.83
V1050058	V1050058	617	7.49	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1050716	V1050716	688	10.42	5742372.265	24274361.75	2930140.505	801208.0223			5946259.493	1115581.073		4263367.333
V1050745	V1050745	315	2.54		1492895.125								449525.5482
V1050947	V1050947	697	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1051659	V1051659	697	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1051694	V1051694	539	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1052289	V1052289	264	2.15	1575562.847	3693600.25								
V1052467	V1052467	314	2.54		1492895.125								449525.5482
V1056007	V1056007	477	8.01	4164456.576	1907942.313	3147501.72	10041985.02	2111044.146	3687036.505	19605454.02	14984446.18	8936236.303	13690211.27
V1056064	V1056064	472	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1056223	V1056223	465	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1056632	V1056632	604	2.24			2268225.6				8696894.363			2546634.201
V1058946	V1058946	264	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1058958	V1058958	338	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1065923	V1065923	465	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1068391	V1068391	545	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1069271	V1069271	495	4.95										
V1069741	V1069741	701	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1070887	V1070887	167	0			162295.8859			194214.6271				
V1072924	V1072924	137	3.1			5295050.508							
V1075411	V1075411	310	7.63	7337726.286	15721265	2465092.935	1281766.177		1229042.311	4462133.679	1388204.593	925744.8273	1891738.85
V1076230	V1076230	140	3.03			972451.6178							
V1078735	V1078735	598	2.65			623435.3467				371222.6898	91046.47783		
V1080758	V1080758	804	2.13	377600197	617232960	637297338.1	28638909.83	18441908.59	199379987.4	241835020.7	427844684.9	720426774.4	810746345.7
V1082254	V1082254	302	2.3		931229.3125	570429.6553					4305262.946	2680383.005	4858759.726
V1083699	V1083699	705	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1084588	V1084588	495	4.95										
V1086001	V1086001	413	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1090452	V1090452	228	2.17			1380752.175				2752068.045		389209.0335	2940735.083
V1093893	V1093893	154	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1096366	V1096366	114	7.63	7337726.286	15721265	2465092.935	1281766.177		1229042.311	4462133.679	1388204.593	925744.8273	1891738.85
V1096509	V1096509	120	2.24			2268225.6				8696894.363			2546634.201
V1098933	V1098933	136	3.1			5295050.508							
V1099422	V1099422	495	4.95										
V1099711	V1099711	495	4.95										
V1100320	V1100320	295	2.56			4165607.721		1449957.427	5462459.059			3882415.429	10481525.12
V1101155	V1101155	88	9.16		999432.4375	24181902.91	500038.1922			76252603.07	2221046.04		25881859.8
V1105316	V1105316	337	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1108111	V1108111	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1113137	V1113137	615	5.04		3955098.75						593388.952		
V1114034	V1114034	477	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1117462	V1117462	404	7.89										
V1117552	V1117552	477	25.34	7910200.278	3785951.063	7030156.736	33488164.41	2111044.146	9734953.024	40070608.75	23631831.69	14062932.27	27230972.51
V1120025	V1120025	609	2.61			737320.5517				4672686.986			770266.0324
V1120164	V1120164	714	2.63	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1121000	V1121000	714	2.63	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1122767	V1122767	434	2.29			1469339.43			1487176.198		1045659.818		
V1123250	V1123250	475	2.71			4474585.264			3763925.08		2658383.576		
V1123328	V1123328	336	10.79	29487392.82	48997274	820979.1815	7557079.448	2956980.141	3992040.849	6522544.745	4327400.512	2684705.039	6593361.258
V1125008	V1125008	378	5.6	7013647.058	73853046.5	12354235.42			1094934.985	3913229.256	1865590.552	1521044.729	909138.7109
V1125807	V1125807	156	18.49	39834075.35	48490443.25	44561305.71	23724655.58	11901238.1	23569793.71	38071130.62	58847337.92	53566492.42	85293693.99
V1127709	V1127709	231	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1136164	V1136164	120	34.05										
V1136387	V1136387	251	29.63									2324297.743	
V1136929	V1136929	101	0	150253.3006	52019.6875		335259.0538		276371.8509	2283142.023		834950.1239	3375066.135
V1140098	V1140098	508	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1142316	V1142316	192	2.64	1278484.99	3998549.75								
V1143767	V1143767	241	5.11	6013217.614	15608627	2924712.068				1815917.259			1365080.358
V1143984	V1143984	191	12.76	362948.0893	179078.5313	4340845.03				14998654.22			4133498.069
V1145663	V1145663	709	2.63	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1147445	V1147445	184	7.49	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1149598	V1149598	129	22.76	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1150022	V1150022	112	6.41	3753343.962	8706993								
V1150763	V1150763	261	19.01	16385427.38	35956843	2751313.55	6838554.753	4022741.594	2142890.576	234178.4068	56177.79026	43764.29668	186656.5585
V1151035	V1151035	867	3.28			5630957.799							
V1152885	V1152885	184	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1152930	V1152930	240	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1153988	V1153988	691	7.49	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1154975	V1154975	698	36.84										
V1155068	V1155068	480	35.77	454753.4207	1021331.313	267940.8076				322858.94			
V1155228	V1155228	396	107.75										
V1155482	V1155482	707	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1155483	V1155483	399	8.27				431838.201		2504993.805			3173463.886	604551.5412
V1155952	V1155952	471	2.13	1654597.95	6053839								
V1156874	V1156874	432	2.29			1469339.43			1487176.198		1045659.818		
V1156922	V1156922	579	3.3	1004173.448	1953707								
V1157115	V1157115	428	107.53	392247.0785	487440.875	21042467.67	183046.6133			44419614.05		5732851.414	22788220.03
V1157385	V1157385	448	0			592097.2279	1075388.489				909892.2856	534469.1792	300946.0054
V1157499	V1157499	624	7.24		1102127								
V1158372	V1158372	495	4.95										
V1158656	V1158656	495	4.95										
V1159422	V1159422	153	8.52	10137152.84	25802759.63	491715.1109						803110.0866	
V1159480	V1159480	261	10.93										
V1159664	V1159664	92	0										
V1162954	V1162954	436	16.13	6712791.183	38362089	1174796.261		566011.2713		2148287.682	614370.3051	225701.1632	2299825.973
V1163115	V1163115	200	5.52	3174160.661	13488096.5								
V1163288	V1163288	130	3.36		6731923								
V1163437	V1163437	130	2.29		216944.2344	2982790.201		75750.98367	1487176.198		1045659.818		
V1164408	V1164408	124	6.32	3007819.767	7435797							859595.1214	
V1165067	V1165067	243	2.61			737320.5517				4672686.986			770266.0324
V1167448	V1167448	808	3.28			5630957.799							
V1167861	V1167861	227	6.03	2179085.855	6276523	1581082.085	801208.0223	268629.9625		2179838.387	1115581.073		908765.4961
V1172284	V1172284	171	3.03			972451.6178							
V1175297	V1175297	477	25.34	7910200.278	3785951.063	7030156.736	33488164.41	2111044.146	9734953.024	40070608.75	23631831.69	14062932.27	27230972.51
V1177751	V1177751	177	0	982106.0926	1844736.875	3147233.606	2990933.316	570628.3646	1352891.805	2330715.085	8928072.181	2745854.504	2087533.799
V1181061	V1181061	140	3.03			972451.6178							
V1183252	V1183252	489	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1191426	V1191426	495	4.95										
V1191939	V1191939	598	2.65			623435.3467				371222.6898	91046.47783		
V1196457	V1196457	346	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1198367	V1198367	111	2.71			4474585.264			3763925.08		2658383.576		
V1199395	V1199395	311	5.13	3178979.047	7311531.656	134213.273	300839.8524						
V1200294	V1200294	495	4.95										
V1200947	V1200947	74	38.9	17792168.33	13605974.25	21886985.68	23007083.79	13411233.99	13287303.72	53970198.02	29775613	17383072.91	33568410.84
V1201419	V1201419	107	89.98	66062044.45	43847439.13	101168389.7	26508847.8	35995120.71	73481164.74	84582954.43	75284039.07	112585437.1	129086094
V1203708	V1203708	92	3.64	1646202.285	3522618.75					2571750.39	2086181.745		
V1204587	V1204587	278	2.15	798527.1905	1122009.25								
V1206128	V1206128	145	0	55094.60038	229783.2656								
V1206752	V1206752	52	33.62	102909733.2	53102540		1751064.518	3754468.162	42538362.03	13825381.22	2546501.848	3565426.008	694925.0637
V1208716	V1208716	225	8.37	6042683.553	18757848.5	1241420.17		969821.6122		6861408.312			2125696.74
V1210397	V1210397	78	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1211229	V1211229	480	35.77	454753.4207	1021331.313	267940.8076				322858.94			
V1215516	V1215516	71	2.74	1580535.681				669200.8989	8709611.617			1175825.316	
V1216512	V1216512	710	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1216709	V1216709	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1216924	V1216924	487	23.97	45406246.78	82280247	820979.1815	7557079.448	2956980.141	4389687.225	6522544.745	4327400.512	2684705.039	7429071.125
V1218352	V1218352	695	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1219000	V1219000	481	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1220400	V1220400	251	7.03	7926329.741	5170903.5	4014385.216	289942.4658			7837738.602	1661556.639		4675059.617
V1221300	V1221300	120	2.49			1902054.702				1837360.76			1237311.954
V1221634	V1221634	303	17.54										
V1223346	V1223346	213	2.08	1098815.803	890635.9375	1118614.882		885535.215	1538527.923	3246990.135	2123201.56		3936907.013
V1223455	V1223455	210	2.31		1071435.75	430162.333	2051546.879			1144951.57	2674632.796		1179958.278
V1226948	V1226948	136	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1230880	V1230880	704	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1233363	V1233363	401	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1235890	V1235890	695	3.28			5630957.799							
V1236827	V1236827	107	2.1	9762648.482	1852150.813	1135564.109			794781.6334	11299399.33			2221132.141
V1237108	V1237108	479	45.35	1611882.783	4297643.188	267940.8076		2744216.454		322858.94		1888306.243	
V1237788	V1237788	77	4.66	3085653.972	4210524.625					1355273.791			1345742.612
V1240387	V1240387	611	2.65			623435.3467				371222.6898	91046.47783		
V1243880	V1243880	126	3.42	5013086.405	19093802	3739852.834				3526121.873		600957.9531	2369277.278
V1244340	V1244340	347	0	11637.39804	400974.2813		175794.7124	73592.61439	124616.7493	243367.3574	75506.17706		
V1245652	V1245652	331	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1249866	V1249866	170	0										
V1253270	V1253270	120	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1256223	V1256223	437	0	166812.7431		693369.72							
V1256289	V1256289	382	2.72		4877696								
V1258778	V1258778	228	2.3	1734461.985	1222560.875	1122428.573	24425324.19		2122084.819	2788498.899	10177294.5	1553120.021	
V1258781	V1258781	227	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1261465	V1261465	130	65.78	3175124.669	1744259.813	11643941.08	3877757.346	2739639.387	3919427.371	5812437.41	7628495.391	18957587.96	12750268.7
V1262859	V1262859	104	25.54	11967768.55	6448985.5	9447766.565	13880871.16	6235501.066	9497984.226	32147670.95	20952328.75	9465365.242	22718661.62
V1265052	V1265052	431	2.29			1469339.43			1487176.198		1045659.818		
V1267828	V1267828	154	15.36	4465751.168	2354060.75	5898129.781	5244603.183		5396291.889	5888644.19	5670743.266	13906611.35	10982181.24
V1270393	V1270393	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1270756	V1270756	630	2.61			737320.5517				4672686.986			770266.0324
V1271500	V1271500	608	11.23										
V1271756	V1271756	693	5.57	5169474.648	11440017.25	2750976.404	1281766.177	268629.9625	879085.3747	2898209.064	1388204.593	925744.8273	2222204.061
V1271974	V1271974	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1272487	V1272487	614	2.24			2268225.6				8696894.363			2546634.201
V1272787	V1272787	540	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1272811	V1272811	367	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1280183	V1280183	161	5.52	12012064.69	35254032					20100739.92			10162804
V1281051	V1281051	152	19.89	8270139.851	19019656	62368846.08	769037.624	874651.7873	4079044.623	3668851.595	4652827.693	35053406.05	15262942.51
V1287512	V1287512	109	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1290219	V1290219	143	3.03			972451.6178							
V1292791	V1292791	65	0	8452669.225	4158370.75	21346415.5			6190719.589	10061814.28		8500080.475	17218252.63
V1297356	V1297356	210	83.44										
V1301588	V1301588	263	0	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1301930	V1301930	152	3.1			5295050.508							
V1302081	V1302081	176	2.07			3639675.142	772793.768			8521422.387		1402809.176	
V1302318	V1302318	63	2.3										
V1302934	V1302934	117	9.24										
V1303702	V1303702	693	3.4	1248123.52	2698475.25	1581082.085		268629.9625		1087604.487			908765.4961
V1303730	V1303730	312	2.54		1492895.125								449525.5482
V1304647	V1304647	397	2.83	1921359.013	5918800.5	550385.9192				1852757.701			641964.7732
V1304861	V1304861	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1305165	V1305165	609	2.61			737320.5517				4672686.986			770266.0324
V1305324	V1305324	541	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1305384	V1305384	394	12.38	2231613.867	1551533.5	2482322.603	2966238.851	613856.1864	1679317.099	1441322.793	2040606.219	1606032.371	3397031.734
V1306732	V1306732	295	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1306787	V1306787	252	1.81	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1310100	V1310100	473	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1311618	V1311618	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1312967	V1312967	624	2.61			737320.5517				4672686.986			770266.0324
V1313175	V1313175	431	2.29			1469339.43			1487176.198		1045659.818		
V1314215	V1314215	537	8.4	8588750.239	6760879	4722253.642	5926302.201		4745235.779	13304815.68	6068522.572	8352303.39	10028136.88
V1314217	V1314217	409	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1314239	V1314239	468	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1314838	V1314838	487	33.51	5713914.708	5589726.5	3763600.551	9049425.143	1932665.131	4422491.981	18617132.27	12786073.73	9437244.109	15611318.76
V1316898	V1316898	334	10.62	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1317705	V1317705	253	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1318529	V1318529	201	2.61			737320.5517				4672686.986			770266.0324
V1322835	V1322835	101	2.56			4165607.721		1449957.427	5462459.059			3882415.429	10481525.12
V1324115	V1324115	452	7.74	390243.9791		7053382.298	772793.768	238712.2981		14899180.14		2359449.446	1532336.131
V1324294	V1324294	391	2.82							3514074.203			
V1324737	V1324737	273	1.81	2672523.842	3475397.5					19984747.5	2098929.761	2458539.594	14362696.77
V1325125	V1325125	147	2.55	3715070.182	9532373					661710.7058	1192949.493		
V1326093	V1326093	152	8.81	5057295.149	11596581					9177228.259		396314.6452	7166565.477
V1326296	V1326296	142	15.32			8277970.041				13027137.86			10653140.3
V1328315	V1328315	195	2.07	9856900.923	7873349.5	12236941.93		2498242.168	3361601.928	1377852.415	2602991.732	4750208.802	3530145.155
V1331236	V1331236	102	0										
V1332086	V1332086	75	14.22	6756381.458			1888559.459	1509907.457	26970084.76	18038745.72	1593737.184	5377802.931	556331.8602
V1333929	V1333929	114	0	1483504.669		2364764.338				751231.6579	419405.7677	768651.908	
V1335293	V1335293	189	2.65			623435.3467				371222.6898	91046.47783		
V1335637	V1335637	136	2.56			4165607.721		1449957.427	5462459.059			3882415.429	10481525.12
V1336170	V1336170	313	2.54		1492895.125								449525.5482
V1340131	V1340131	258	5.64			6903911.678				13063765.66			3524576.726
V1343877	V1343877	495	4.95										
V1345495	V1345495	171	3.03			972451.6178							
V1345543	V1345543	709	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1347762	V1347762	112	2.75			3116060.465							
V1350177	V1350177	197	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1357356	V1357356	367	8.01	3539864.383	2828053.625	1261463.804	2988185.059	554722.9357	3534953.513	12246751.28	8839453.897	6523368.499	7946404.549
V1364188	V1364188	426	36.37	7506623.652	6749031	5711892.297	14831303.05	3212975.557	6665902.591	28283726.22	21135114.08	14308766.31	23270958.69
V1364761	V1364761	194	2.3		931229.3125	570429.6553					4305262.946	2680383.005	4858759.726
V1365279	V1365279	93	15.13	106365.4944		2681405.988				6433071.602	178831.6448		2525245.204
V1365937	V1365937	65	2.74	1580535.681				669200.8989	8709611.617			1175825.316	
V1367231	V1367231	294	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1368881	V1368881	604	2.24			2268225.6				8696894.363			2546634.201
V1371303	V1371303	148	0										
V1374529	V1374529	706	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1375317	V1375317	563	0	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1375458	V1375458	632	2.63	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1375957	V1375957	314	0				352583275.4	25757006.82		3019837.359	28605711.21		384137.2534
V1377669	V1377669	134	2.65			623435.3467				371222.6898	91046.47783		
V1377835	V1377835	123	0	291532.0168		637230.6893					329549.7261		
V1379935	V1379935	262	4.04	3572475.153	7795687.5	679916.8135				1168028.155			
V1380667	V1380667	691	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1381548	V1381548	533	2.63	4839864.483	5085080	1464057.48				1116128.124		1645846.499	
V1385451	V1385451	659	3.28			5630957.799							
V1387951	V1387951	97	0										
V1389989	V1389989	108	2.96		131514.3281	248701.4394				12972702.91			4229997.226
V1390734	V1390734	176	2.39										
V1390831	V1390831	167	86.21										
V1392067	V1392067	369	8.29	27377728.34	44527561	820979.1815	7557079.448	2956980.141	3992040.849	5318338.888	4327400.512	2684705.039	6593361.258
V1392216	V1392216	336	57.24	4870014.59	5731122.75	8791137.873	4956150.284	684804.5718		117512520.1	4716630.41	5503745.49	50334903.94
V1394393	V1394393	434	2.29		216944.2344	2982790.201		75750.98367	1487176.198		1045659.818		
V1394607	V1394607	748	2.13	377600197	617232960	637297338.1	28638909.83	18441908.59	199379987.4	241835020.7	427844684.9	720426774.4	810746345.7
V1397476	V1397476	133	2.65			623435.3467				371222.6898	91046.47783		
V1400436	V1400436	898	1.84	1944060.756	4337273.5		1100838.241				537883.9489		
V1402689	V1402689	331	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1411084	V1411084	181	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1414104	V1414104	273	2.65			623435.3467				371222.6898	91046.47783		
V1417849	V1417849	116	0	62241.16789	146238.2813		130250.7037	73705.87904	101760.3339	403441.2119	178054.6482	125584.3367	104820.9876
V1419012	V1419012	333	2.87	1792708.944	1159304.5	1948291.746	5781877.909	1280310.426	2243410.61	9666593.955	8349040.357	4871522.197	7659639.939
V1421023	V1421023	585	2.63	930962.3352	3578047.75		801208.0223			1092233.9	1115581.073		
V1422363	V1422363	98	1.88	195111.0366	957764.375	284157.0868	531298.8629	119122.0758	167097.834	1889078.775	1382165.894	308250.1277	474174.0872
V1423098	V1423098	104	3.4	1248123.52	2698475.25	1581082.085		268629.9625		1087604.487			908765.4961
V1423330	V1423330	418	3.28			5630957.799							
V1423747	V1423747	257	22.54										
V1423757	V1423757	413	2.47	770990.9934	2589789.5								
V1423861	V1423861	577	3.3	1004173.448	1953707								
V1423925	V1423925	308	6.09	4952512.883	10773924	769452.5347						455783.0128	355673.0134
V1424070	V1424070	172	9.48	4960745.578	7327610.75	149555.1382			966983.5048			285257.0085	156677.2715
V1424071	V1424071	120	2.49			1902054.702				1837360.76			1237311.954
V1424159	V1424159	178	2.35		2070403.25								
V1424287	V1424287	479	35.77	836308.7928	1286870.313	267940.8076				322858.94		1888306.243	
V1424383	V1424383	113	2.2	1070130.065	5328792.5	890381.7952	539311.6828	1537400.769		1609898.734			
V1424686	V1424686	378	4.25		2214000								
V1424692	V1424692	602	15.19	14363273.16	46265645	164686.0048	826752.6558	284587.0806		309909.8953	739142.1963		290601.6791
V1424786	V1424786	242	2.22	2461749.701	7898411	426106.1316							
V1424934	V1424934	312	11.09	5250651.531	8297386.625					1355273.791	274339.5048		1345742.612
V1425034	V1425034	475	2.2		3055170.25	465428.3744						729484.7823	
V1425096	V1425096	474	7.99	4591304.76	11821895.5	1284334.654	395578.0905		460479.1751	2897008.073	551193.0334		1046520.135
V1425479	V1425479	252	36.32										
V1429131	V1429131	607	2.61			737320.5517				4672686.986			770266.0324
